published_at,cve,severity,score,status,cwe,references,description
2026-09-24T19:17:15.35Z,CVE-2026-61823,HIGH,7.3,Received,CWE-79,2,code16 Sharp is a Laravel-based framework for building content-management and administrative interfaces. Versions before 9.22.5 contain a stored cross-site scripting vulnerability in the rich-text editor because the HTML sanitizer permits the `srcdoc` attribute on iframe elements. Although markup i…
2026-09-24T19:17:15.5Z,CVE-2026-61825,HIGH,8.7,Received,CWE-79,2,code16 Sharp is a Laravel-based framework for building content-management and administrative interfaces. Versions before 9.22.5 contain a stored cross-site scripting vulnerability in `SharpEditorFormField`: attacker-controlled content bearing the `data-html-content` attribute can bypass HTML saniti…
2026-09-24T19:17:15.657Z,CVE-2026-62286,MEDIUM,4.3,Received,CWE-200; CWE-285,4,"Dozzle is a realtime log viewer for docker containers. Prior to 10.6.7, streamEvents in internal/web/events.go applies a restricted user's label filter to container lists but not to the container-stat and container-event channels returned by GET /api/events/stream. In a simple-auth deployment using…"
2026-09-24T19:17:15.947Z,CVE-2026-65827,MEDIUM,6.5,Deferred,CWE-400; CWE-409; CWE-770,3,"Docmost is open-source collaborative wiki and documentation software. From 0.21.0 until 0.95.0, any authenticated workspace member with edit rights to a space can upload an archive to the page-import feature whose ZIP extraction routine does not limit total uncompressed size, per-entry size, or ent…"
2026-09-24T19:17:16.397Z,CVE-2026-77293,HIGH,7.1,Received,CWE-639; CWE-862,5,"TREK is a collaborative travel planner. Prior to 3.3.0, the DELETE /api/trips/:tripId/collab/notes/:noteId/files/:fileId endpoint authorizes an authenticated user against the attacker-controlled tripId but deleteNoteFile in server/src/services/collabService.ts resolves the target only by note and f…"
2026-09-24T19:17:16.57Z,CVE-2026-77294,HIGH,8.1,Received,CWE-918,5,"TREK is a collaborative travel planner. Prior to 3.3.0, TREK allows an authenticated user to store an attacker-controlled llm_base_url through the settings API when the LLM_PARSING feature is enabled. Write permission to the target trip instance is required to trigger the vulnerable AI-assisted imp…"
2026-09-24T19:17:16.73Z,CVE-2026-77320,MEDIUM,5.3,Received,CWE-200; CWE-284; CWE-602,4,"TREK is a collaborative travel planner. Prior to 3.3.0, getSharedTripData in server/src/services/shareService.ts returns days, assignments, dayNotes, and places through GET /api/shared/:token even when the trip owner disables share_map. The client hides the map, but the public JSON response still i…"
2026-09-24T19:17:16.887Z,CVE-2026-77321,MEDIUM,4.3,Received,CWE-200; CWE-284; CWE-862,4,"TREK is a collaborative travel planner. Prior to 3.3.0, the get_trip_summary tool in server/src/mcp/tools/trips.ts is registered for scoped OAuth MCP tokens without requiring trips:read and returns core trip summary data regardless of the delegated scopes. A token granted only an unrelated capabili…"
2026-09-24T19:17:17.463Z,CVE-2026-81455,HIGH,8.6,Received,CWE-306,1,"Dell ThinOS 10, versions prior to SecurityAddon_2605.10.2766_T10, contain a Missing Authentication for Critical Function vulnerability. An unauthenticated attacker with remote access could potentially exploit this vulnerability, leading to Unauthorized access."
2026-09-24T19:17:17.607Z,CVE-2026-81473,HIGH,8.1,Received,CWE-287,1,"Dell Rugged Control Center (RCC), versions prior to 5.2.206, contain an Improper Authorization vulnerability. A low privileged attacker with local access could potentially exploit this vulnerability, leading to Elevation of Privileges."
2026-09-24T19:17:17.917Z,CVE-2026-82157,HIGH,8.3,Received,CWE-295,1,"Dell ThinOS 10, versions prior to SecurityAddon_2605.10.2766_T10, contains an Improper Certificate Validation vulnerability. An unauthenticated attacker with adjacent network access could potentially exploit this vulnerability, leading to Protection mechanism bypass and Unauthorized access."
2026-09-24T19:17:18.047Z,CVE-2026-82371,HIGH,8.5,Received,CWE-532,1,Plaintext exposure of sensitive authentication data in Brocade SANnav discovery service log files enables individuals with file read access to retrieve administrative switch credentials and active session tokens. An attacker with access to system logs or support bundles can leverage exposed authent…
2026-09-24T19:17:18.193Z,CVE-2026-85738,MEDIUM,6.3,Received,CWE-918,4,"TREK is a collaborative travel planner. Prior to 3.4.0, the checkSsrf logic in server/src/utils/ssrfGuard.ts does not recognize NAT64, 6to4, or Teredo IPv6 transition addresses that encode an IPv4 destination. An authenticated user who controls a DNS record can supply a URL whose AAAA result is a t…"
2026-09-24T19:17:18.35Z,CVE-2026-86857,HIGH,8.4,Received,,1,"ServiceNow has remediated an authorization bypass security issue that was identified in the ServiceNow AI Platform. This security issue, if exploited, could enable an authenticated user to access data within the ServiceNow AI Platform that the user otherwise would not be entitled to access, potenti…"
2026-09-24T19:17:18.483Z,CVE-2026-86858,HIGH,8.7,Received,,1,"ServiceNow has remediated an improper access control security issue that was identified in the ServiceNow AI Platform. This security issue could enable an unauthenticated user, in certain circumstances, to create, modify, or delete instance data beyond what was intended. In August 2026, ServiceNow…"
2026-09-24T19:17:18.603Z,CVE-2026-86859,HIGH,8.7,Received,,1,"ServiceNow has remediated an authorization bypass security issue that was identified in the ServiceNow AI Platform. This security issue, if exploited, could enable an unauthenticated user to access data within the ServiceNow AI Platform that the user otherwise would not be entitled to access, poten…"
2026-09-24T19:17:18.733Z,CVE-2026-86860,CRITICAL,9.3,Received,,1,"ServiceNow has remediated a missing authorization vulnerability that was identified in the ServiceNow AI Platform. This vulnerability could enable an unauthenticated user, in certain circumstances, to extract instance data beyond what was intended, resulting in privilege escalation. ServiceNow depl…"
2026-09-24T19:17:19.58Z,CVE-2026-89325,HIGH,7.8,Received,CWE-427,1,"An uncontrolled search path element in InsightVM assessment content in Rapid7 Insight Agent on Windows allows a local, low-privileged user to execute arbitrary code as SYSTEM via a planted executable resolved from the machine PATH. Assessment content at or below version 0.0.261.0 included a check t…"
2026-09-24T19:17:20.65Z,CVE-2026-96747,MEDIUM,5.3,Received,CWE-918,2,"The client-side field level encryption support in the MongoDB Python Driver can treat a key management endpoint value ending in "".sock"" as a local Unix domain socket path rather than a remote host. A user with write access to the encryption key metadata stored in the database can cause an applicati…"
2026-09-24T19:17:20.813Z,CVE-2026-96748,HIGH,8.3,Received,CWE-177,2,"PyMongo's connection string parsing decodes percent-encoded characters in the host portion before the host list is separated on its delimiters. When an application places a hostname value supplied by an unauthenticated party into a connection string, that party may cause additional servers of their…"
2026-09-24T19:17:20.963Z,CVE-2026-96749,HIGH,7.5,Received,CWE-190,2,"An integer overflow in the BSON document encoding component of the MongoDB Python Driver's bundled native extension may occur when a single document is built from an unusually large amount of caller-supplied data. Size arithmetic is performed in a signed 32-bit type, and the guard meant to catch th…"
2026-09-24T19:17:21.247Z,CVE-2026-97320,LOW,2.1,Received,CWE-918,4,A flaw has been found in YunaiV/zhijiantianya ruoyi-vue-pro up to 2026.08. The affected element is the function AiKnowledgeDocumentServiceImpl.readUrl of the file AiKnowledgeDocumentServiceImpl.java of the component AI Knowledge Module. This manipulation of the argument url causes server-side reque…
2026-09-24T19:17:21.43Z,CVE-2026-97321,LOW,2.1,Received,CWE-74; CWE-89,5,A vulnerability has been found in YunaiV/zhijiantianya ruoyi-vue-pro up to 2026.08. The impacted element is the function GoViewDataServiceImpl.getDataBySQL of the file yudao-module-report/src/main/java/cn/iocoder/yudao/module/report/service/goview/GoViewDataServiceImpl.java of the component GoView…
2026-09-24T19:17:21.637Z,CVE-2026-97322,LOW,2.1,Received,CWE-79; CWE-94,4,A vulnerability was found in YunaiV/zhijiantianya ruoyi-vue-pro up to 2026.08. This affects an unknown function of the file yudao-module-infra/src/main/java/cn/iocoder/yudao/module/infra/controller/admin/file/FileController.java of the component File Upload. Performing a manipulation results in cro…
2026-09-24T19:17:21.82Z,CVE-2026-97323,LOW,2.1,Received,CWE-22,4,A vulnerability was determined in YunaiV/zhijiantianya ruoyi-vue-pro up to 2026.08. This impacts the function getOriginalFilename of the file yudao-module-mp/src/main/java/cn/iocoder/yudao/module/mp/service/material/MpMaterialServiceImpl.java of the component File Upload. Executing a manipulation c…
