published_at,cve,severity,score,status,cwe,references,description
2026-09-25T16:17:26.6Z,CVE-2026-54790,MEDIUM,6.0,Received,CWE-89,4,"InvoicePlane is a self-hosted open source application for managing invoices, clients, and payments. Prior to 1.7.2, InvoicePlane stores an administrator-controlled custom_field_table value without validating it against the allowed custom-field table names. Mdl_custom_fields::used() later concatenat…"
2026-09-25T16:17:26.75Z,CVE-2026-62262,CRITICAL,9.1,Deferred,CWE-89,3,"Piwigo is a full featured open source photo gallery application for the web. In 17.0.0beta1 and earlier, when rating is enabled, an unauthenticated guest can call pwg.images.filteredSearch.create with a crafted ratings[] value and then open the returned search URL. include/ws_functions/pwg.images.p…"
2026-09-25T16:17:27.053Z,CVE-2026-67236,HIGH,8.2,Received,CWE-312,5,"RabbitMQ is a messaging and streaming broker. From 4.2.0 until 4.2.8 and 4.3.2, a successful POST /login caused is_authorized/2 to set an auth cookie containing base64-encoded username:password credentials without HttpOnly, Secure, SameSite, or expiration protections. Because base64 is encoding rat…"
2026-09-25T16:17:28.01Z,CVE-2026-85274,MEDIUM,6.5,Received,CWE-352,4,"InvoicePlane is a self-hosted open source application for managing invoices, clients, and payments. Prior to 1.7.2, InvoicePlane exposes Recurring::stop() as a state-changing GET route without CSRF token validation. When an authenticated administrator loads attacker-controlled content that requests…"
2026-09-25T16:17:28.157Z,CVE-2026-85289,MEDIUM,6.5,Received,CWE-352,5,"InvoicePlane is a self-hosted open source application for managing invoices, clients, and payments. Prior to 1.7.2, InvoicePlane omits ensure_valid_post_request() from delete methods including Payments::delete(), Recurring::delete(), and User_clients::delete(). Although the routes require POST, the…"
2026-09-25T16:17:28.31Z,CVE-2026-85290,MEDIUM,5.3,Received,CWE-117,4,"InvoicePlane is a self-hosted open source application for managing invoices, clients, and payments. Prior to 1.7.2, InvoicePlane's Cron::recur() method writes an invalid cron key from the URL path directly to the application log without neutralizing CRLF characters. An unauthenticated requester can…"
2026-09-25T16:17:28.457Z,CVE-2026-85291,MEDIUM,6.5,Received,CWE-639,3,"InvoicePlane is a self-hosted open source application for managing invoices, clients, and payments. Prior to 1.7.2, InvoicePlane's Users::change_password() method accepts a user_id from the URL and updates that account's password without an object-level authorization check. An authenticated seconda…"
2026-09-25T16:17:28.6Z,CVE-2026-85292,MEDIUM,4.8,Received,CWE-697,4,"InvoicePlane is a self-hosted open source application for managing invoices, clients, and payments. Prior to 1.7.2, InvoicePlane's User_Controller compares the session user_type value with the required role by using PHP's loose inequality operator. Under a non-standard session backend that returns…"
2026-09-25T16:17:28.743Z,CVE-2026-85293,MEDIUM,4.8,Received,CWE-79; CWE-87,5,"InvoicePlane is a self-hosted open source application for managing invoices, clients, and payments. In version 1.7.2-beta-1, InvoicePlane stores client_email values without enforcing email syntax and renders them unescaped inside double-quoted value attributes in the invoice mailer form and quote m…"
2026-09-25T16:17:29.387Z,CVE-2026-92161,CRITICAL,9.8,Received,CWE-345,5,"FriendsOfFlarum OAuth allows users to log in to Flarum with GitHub, Twitter, Facebook, and other providers. Prior to 1.7.4 and 2.0.0-beta.4, the Discord OAuth provider does not check the verified field returned for an OAuth email before passing the address to Flarum core as trusted through provideT…"
2026-09-25T16:17:30.407Z,CVE-2026-96874,LOW,2.3,Received,CWE-79,2,Improper neutralization of input during web page generation ('cross-site scripting') vulnerability in the Mediawiki - Cargo extension allows Stored XSS. This issue affects Mediawiki - Cargo extension: through 3.9.4.
2026-09-25T16:17:30.713Z,CVE-2026-97469,MEDIUM,4.3,Received,CWE-328,1,"PostgreSQL Anonymizer contains a vulnerability that allows unprivileged masked users to repeatedly call the anon.hash() function and collects (seed, hash_output) pairs to perform an offline brute-force attack and deduce the salt. A masked role can run a RESTRICTED function when the call is placed i…"
2026-09-25T16:17:31.537Z,CVE-2026-97868,LOW,2.0,Deferred,CWE-79; CWE-94,5,A security vulnerability has been detected in sheshbabu zen up to 1.5.0. Affected by this issue is the function dangerouslySetInnerHTML of the file features/notes/NotesEditor.jsx of the component Note Editor. The manipulation leads to cross site scripting. The attack may be initiated remotely. The…
2026-09-25T16:17:31.74Z,CVE-2026-97869,LOW,1.2,Received,CWE-20; CWE-502,8,A flaw has been found in langchain4j up to 1.5.3-beta10/1.11.10-beta18/1.18.1-beta27. This vulnerability affects the function AgenticScopeSerializer.fromJson of the file AgenticScopeJsonSerializationIT.java of the component LangChain4j-agentic. This manipulation causes deserialization. Remote explo…
